id,transaction_id,item,item_category,quantity,price_per_unit,total_spent,spending_category,payment_method,payment_type,location,transaction_date,transaction_month,transaction_day,day_type
1841,TXN_2109416,Sandwich,Food,1,4,4.00,Low,Unknown,Unknown,In-store,2023-09-21,September,Thursday,Weekday
1842,TXN_5546684,Coffee,Drink,1,2,2.00,Low,"Credit Card",Electronic,In-store,2023-10-02,October,Monday,Weekday
1843,TXN_8776606,Unknown,Unknown,4,5,20.00,High,"Digital Wallet",Electronic,Takeaway,2023-07-24,July,Monday,Weekday
1844,TXN_5373527,Sandwich,Food,2,4,8.00,Medium,Unknown,Unknown,Unknown,2023-06-26,June,Monday,Weekday
1845,TXN_1063366,Juice,Drink,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-03-20,March,Monday,Weekday
1846,TXN_6402128,Sandwich,Food,4,4,16.00,High,"Digital Wallet",Electronic,In-store,2023-11-09,November,Thursday,Weekday
1847,TXN_9738758,Coffee,Drink,1,2,2.00,Low,Cash,Cash,In-store,2023-12-31,December,Sunday,Weekend
1848,TXN_5009706,Sandwich,Food,2,4,8.00,Medium,"Digital Wallet",Electronic,In-store,2023-09-20,September,Wednesday,Weekday
1849,TXN_7838465,Sandwich,Food,3,4,12.00,Medium,"Credit Card",Electronic,Takeaway,2023-06-15,June,Thursday,Weekday
1850,TXN_7223120,Juice,Drink,1,3,3.00,Low,Unknown,Unknown,Unknown,2023-03-13,March,Monday,Weekday
1851,TXN_2447261,Cookie,Dessert,3,1,3.00,Low,"Credit Card",Electronic,Takeaway,2023-10-15,October,Sunday,Weekend
1852,TXN_3380698,Coffee,Drink,3,2,6.00,Medium,"Credit Card",Electronic,Takeaway,2023-12-15,December,Friday,Weekday
1853,TXN_5496581,Juice,Drink,1,3,3.00,Low,"Credit Card",Electronic,Unknown,2023-08-11,August,Friday,Weekday
1854,TXN_5413274,Smoothie,Drink,5,4,20.00,High,"Credit Card",Electronic,In-store,2023-02-10,February,Friday,Weekday
1855,TXN_2897468,Salad,Food,2,5,10.00,Medium,Cash,Cash,Unknown,2023-10-10,October,Tuesday,Weekday
1856,TXN_5902629,Cookie,Dessert,3,1,3.00,Low,Cash,Cash,Takeaway,2023-01-26,January,Thursday,Weekday
1857,TXN_3260087,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-04-20,April,Thursday,Weekday
1858,TXN_2461859,Sandwich,Food,2,4,8.00,Medium,"Digital Wallet",Electronic,Unknown,2023-09-23,September,Saturday,Weekend
1859,TXN_2047672,Sandwich,Food,1,4,4.00,Low,"Credit Card",Electronic,In-store,2023-01-25,January,Wednesday,Weekday
1860,TXN_6629689,Sandwich,Food,2,4,8.00,Medium,"Credit Card",Electronic,In-store,2023-05-29,May,Monday,Weekday
1861,TXN_6893490,Coffee,Drink,3,2,6.00,Medium,"Credit Card",Electronic,Takeaway,2023-03-17,March,Friday,Weekday
1862,TXN_2806206,Sandwich,Food,3,4,12.00,Medium,Cash,Cash,Unknown,2023-01-25,January,Wednesday,Weekday
1863,TXN_3743336,Salad,Food,2,5,10.00,Medium,"Digital Wallet",Electronic,Unknown,2023-02-21,February,Tuesday,Weekday
1864,TXN_8900579,Sandwich,Food,3,4,12.00,Medium,"Credit Card",Electronic,Unknown,2023-11-01,November,Wednesday,Weekday
1865,TXN_6851654,Salad,Food,1,5,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-01-25,January,Wednesday,Weekday
1866,TXN_5406758,Unknown,Unknown,5,5,25.00,High,Unknown,Unknown,Takeaway,2023-07-06,July,Thursday,Weekday
1867,TXN_8510511,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,Unknown,2023-10-06,October,Friday,Weekday
1868,TXN_2982163,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,Unknown,2023-03-22,March,Wednesday,Weekday
1869,TXN_2092306,Juice,Drink,4,3,12.00,Medium,Unknown,Unknown,In-store,2023-04-01,April,Saturday,Weekend
1870,TXN_3225132,Sandwich,Food,3,4,12.00,Medium,"Credit Card",Electronic,Unknown,2023-06-26,June,Monday,Weekday
1871,TXN_7345190,Smoothie,Drink,4,4,16.00,High,"Digital Wallet",Electronic,Unknown,2023-02-20,February,Monday,Weekday
1872,TXN_6522252,Tea,Drink,2,1.5,3.00,Low,"Digital Wallet",Electronic,Unknown,2023-01-14,January,Saturday,Weekend
1873,TXN_6647319,Juice,Drink,5,3,15.00,High,"Credit Card",Electronic,Unknown,2023-10-23,October,Monday,Weekday
1874,TXN_5855981,Juice,Drink,2,3,6.00,Medium,Cash,Cash,Unknown,2023-11-09,November,Thursday,Weekday
1875,TXN_5889912,Salad,Food,1,5,5.00,Medium,Cash,Cash,In-store,2023-09-26,September,Tuesday,Weekday
1876,TXN_4802389,Cake,Dessert,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-12-14,December,Thursday,Weekday
1877,TXN_4483304,Smoothie,Drink,4,4,16.00,High,"Credit Card",Electronic,Takeaway,2023-11-08,November,Wednesday,Weekday
1878,TXN_7516790,Cake,Dessert,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-01-08,January,Sunday,Weekend
1879,TXN_3720223,Cake,Dessert,4,3,12.00,Medium,Cash,Cash,Takeaway,2023-10-22,October,Sunday,Weekend
1881,TXN_4506778,Cake,Dessert,3,3,9.00,Medium,"Digital Wallet",Electronic,Unknown,2023-04-21,April,Friday,Weekday
1882,TXN_2345373,Tea,Drink,3,1.5,4.50,Low,"Credit Card",Electronic,Takeaway,2023-02-20,February,Monday,Weekday
1883,TXN_8226226,Sandwich,Food,1,4,4.00,Low,Unknown,Unknown,In-store,2023-07-30,July,Sunday,Weekend
1884,TXN_9372046,Unknown,Unknown,3,2,6.00,Medium,"Credit Card",Electronic,In-store,2023-04-10,April,Monday,Weekday
1885,TXN_9723120,Tea,Drink,5,1.5,7.50,Medium,"Credit Card",Electronic,Unknown,2023-01-26,January,Thursday,Weekday
1886,TXN_9402270,Coffee,Drink,3,2,6.00,Medium,Unknown,Unknown,In-store,2023-02-09,February,Thursday,Weekday
1887,TXN_2726676,Coffee,Drink,3,2,6.00,Medium,"Digital Wallet",Electronic,In-store,2023-08-10,August,Thursday,Weekday
1888,TXN_9306229,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,Unknown,2023-09-08,September,Friday,Weekday
1889,TXN_4011694,Unknown,Unknown,1,2,2.00,Low,"Credit Card",Electronic,In-store,2023-09-02,September,Saturday,Weekend
1890,TXN_3327212,Tea,Drink,2,1.5,3.00,Low,"Credit Card",Electronic,Unknown,2023-12-20,December,Wednesday,Weekday
1891,TXN_5379179,Cookie,Dessert,2,1,2.00,Low,"Digital Wallet",Electronic,Unknown,2023-07-08,July,Saturday,Weekend
1892,TXN_3558795,Smoothie,Drink,1,4,4.00,Low,Cash,Cash,In-store,2023-05-30,May,Tuesday,Weekday
1893,TXN_1996318,Cake,Dessert,5,3,15.00,High,"Digital Wallet",Electronic,Unknown,2023-09-04,September,Monday,Weekday
1894,TXN_9989242,Sandwich,Food,4,4,16.00,High,Unknown,Unknown,Unknown,2023-09-12,September,Tuesday,Weekday
1895,TXN_2135613,Smoothie,Drink,3,4,12.00,Medium,"Digital Wallet",Electronic,Unknown,2023-04-06,April,Thursday,Weekday
1896,TXN_2711627,Smoothie,Drink,5,4,20.00,High,Cash,Cash,Unknown,2023-11-09,November,Thursday,Weekday
1897,TXN_1461246,Smoothie,Drink,1,4,4.00,Low,Unknown,Unknown,Unknown,2023-06-01,June,Thursday,Weekday
1898,TXN_2804828,Cake,Dessert,3,3,9.00,Medium,Cash,Cash,Unknown,2023-02-25,February,Saturday,Weekend
1899,TXN_2452624,Juice,Drink,1,3,3.00,Low,Cash,Cash,Unknown,2023-11-10,November,Friday,Weekday
1900,TXN_3869958,Cake,Dessert,1,3,3.00,Low,"Digital Wallet",Electronic,Unknown,2023-01-11,January,Wednesday,Weekday
1901,TXN_1108663,Juice,Drink,3,3,9.00,Medium,Cash,Cash,Takeaway,2023-08-16,August,Wednesday,Weekday
1902,TXN_9684465,Cake,Dessert,5,3,15.00,High,Unknown,Unknown,Takeaway,2023-02-15,February,Wednesday,Weekday
1903,TXN_5319247,Sandwich,Food,5,4,20.00,High,Unknown,Unknown,In-store,2023-03-02,March,Thursday,Weekday
1905,TXN_3599473,Coffee,Drink,2,2,4.00,Low,Cash,Cash,Unknown,2023-08-29,August,Tuesday,Weekday
1906,TXN_6476304,Sandwich,Food,2,4,8.00,Medium,"Credit Card",Electronic,Unknown,2023-03-17,March,Friday,Weekday
1907,TXN_4959129,Unknown,Unknown,2,3,6.00,Medium,"Credit Card",Electronic,In-store,2023-06-24,June,Saturday,Weekend
1908,TXN_3893927,Salad,Food,4,5,20.00,High,Unknown,Unknown,In-store,2023-09-14,September,Thursday,Weekday
1909,TXN_5591145,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,Takeaway,2023-08-22,August,Tuesday,Weekday
1910,TXN_5947976,Coffee,Drink,3,2,6.00,Medium,Unknown,Unknown,In-store,2023-05-21,May,Sunday,Weekend
1911,TXN_9587015,Salad,Food,3,5,15.00,High,"Digital Wallet",Electronic,In-store,2023-06-25,June,Sunday,Weekend
1912,TXN_4139983,Tea,Drink,5,1.5,7.50,Medium,Cash,Cash,Takeaway,2023-10-16,October,Monday,Weekday
1913,TXN_7997641,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,In-store,2023-12-20,December,Wednesday,Weekday
1914,TXN_4571222,Cookie,Dessert,2,1,2.00,Low,"Credit Card",Electronic,Unknown,2023-03-21,March,Tuesday,Weekday
1916,TXN_6484542,Salad,Food,5,5,25.00,High,"Credit Card",Electronic,Unknown,2023-05-18,May,Thursday,Weekday
1917,TXN_6845472,Smoothie,Drink,5,4,20.00,High,"Digital Wallet",Electronic,Unknown,2023-12-11,December,Monday,Weekday
1918,TXN_5183630,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,In-store,2023-02-15,February,Wednesday,Weekday
1919,TXN_2861396,Salad,Food,5,5,25.00,High,"Credit Card",Electronic,Unknown,2023-01-04,January,Wednesday,Weekday
1920,TXN_5562799,Cookie,Dessert,5,1,5.00,Medium,Unknown,Unknown,Unknown,2023-10-25,October,Wednesday,Weekday
1921,TXN_6915899,Salad,Food,3,5,15.00,High,"Credit Card",Electronic,In-store,2023-05-29,May,Monday,Weekday
1922,TXN_6211466,Unknown,Unknown,2,1.5,3.00,Low,Cash,Cash,In-store,2023-09-12,September,Tuesday,Weekday
1923,TXN_5198524,Cake,Dessert,1,3,3.00,Low,"Credit Card",Electronic,In-store,2023-06-14,June,Wednesday,Weekday
1924,TXN_3432879,Cake,Dessert,5,3,15.00,High,"Credit Card",Electronic,Unknown,2023-02-05,February,Sunday,Weekend
1925,TXN_6786340,Coffee,Drink,5,2,10.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-04-18,April,Tuesday,Weekday
1926,TXN_9601220,Unknown,Unknown,3,1,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-04-20,April,Thursday,Weekday
1927,TXN_8689246,Sandwich,Food,5,4,20.00,High,"Credit Card",Electronic,In-store,2023-05-16,May,Tuesday,Weekday
1928,TXN_4536553,Tea,Drink,2,1.5,3.00,Low,Cash,Cash,Unknown,2023-08-17,August,Thursday,Weekday
1929,TXN_6404625,Cake,Dessert,5,3,15.00,High,"Credit Card",Electronic,Unknown,2023-04-24,April,Monday,Weekday
1930,TXN_9036067,Cookie,Dessert,5,1,5.00,Medium,"Credit Card",Electronic,Unknown,2023-10-06,October,Friday,Weekday
1931,TXN_5327102,Cookie,Dessert,2,1,2.00,Low,Unknown,Unknown,Unknown,2023-07-16,July,Sunday,Weekend
1932,TXN_4201578,Salad,Food,5,5,25.00,High,Unknown,Unknown,In-store,2023-01-23,January,Monday,Weekday
1933,TXN_6540284,Juice,Drink,1,3,3.00,Low,Unknown,Unknown,Unknown,2023-04-24,April,Monday,Weekday
1934,TXN_1249069,Coffee,Drink,2,2,4.00,Low,Unknown,Unknown,Unknown,2023-01-22,January,Sunday,Weekend
1935,TXN_3670939,Tea,Drink,3,1.5,4.50,Low,Cash,Cash,Unknown,2023-07-13,July,Thursday,Weekday
1936,TXN_4068183,Smoothie,Drink,4,4,16.00,High,"Digital Wallet",Electronic,Unknown,2023-08-01,August,Tuesday,Weekday
1937,TXN_2935871,Cookie,Dessert,4,1,4.00,Low,Cash,Cash,Takeaway,2023-07-07,July,Friday,Weekday
1938,TXN_7903841,Unknown,Unknown,2,3,6.00,Medium,"Digital Wallet",Electronic,Unknown,2023-06-24,June,Saturday,Weekend
1939,TXN_1610204,Cake,Dessert,1,3,3.00,Low,Unknown,Unknown,Takeaway,2023-02-19,February,Sunday,Weekend
1940,TXN_8936663,Cookie,Dessert,4,1,4.00,Low,"Credit Card",Electronic,Unknown,2023-11-12,November,Sunday,Weekend
1941,TXN_1863866,Smoothie,Drink,1,4,4.00,Low,Cash,Cash,Unknown,2023-10-03,October,Tuesday,Weekday
1942,TXN_7771434,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,Unknown,2023-03-26,March,Sunday,Weekend
1943,TXN_4630854,Tea,Drink,1,1.5,1.50,Low,"Digital Wallet",Electronic,Unknown,2023-02-10,February,Friday,Weekday
1944,TXN_6087494,Juice,Drink,5,3,15.00,High,"Credit Card",Electronic,Unknown,2023-07-05,July,Wednesday,Weekday
1945,TXN_6183842,Tea,Drink,3,1.5,4.50,Low,Unknown,Unknown,Unknown,2023-09-15,September,Friday,Weekday
1946,TXN_2252121,Smoothie,Drink,3,4,12.00,Medium,Unknown,Unknown,Unknown,2023-02-01,February,Wednesday,Weekday
1947,TXN_5355693,Smoothie,Drink,1,4,4.00,Low,Unknown,Unknown,Unknown,2023-12-03,December,Sunday,Weekend
1948,TXN_5358805,Coffee,Drink,5,2,10.00,Medium,"Digital Wallet",Electronic,Unknown,2023-01-01,January,Sunday,Weekend
1949,TXN_8284910,Smoothie,Drink,1,4,4.00,Low,Cash,Cash,In-store,2023-07-19,July,Wednesday,Weekday
1950,TXN_2490759,Smoothie,Drink,3,4,12.00,Medium,Cash,Cash,Unknown,2023-11-19,November,Sunday,Weekend
1951,TXN_4408913,Salad,Food,2,5,10.00,Medium,Cash,Cash,Unknown,2023-08-24,August,Thursday,Weekday
1952,TXN_6691781,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,Unknown,2023-09-07,September,Thursday,Weekday
1953,TXN_2123573,Coffee,Drink,5,2,10.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-01-09,January,Monday,Weekday
1954,TXN_1730850,Juice,Drink,2,3,6.00,Medium,Cash,Cash,Takeaway,2023-12-15,December,Friday,Weekday
1955,TXN_8036176,Cookie,Dessert,4,1,4.00,Low,"Credit Card",Electronic,Takeaway,2023-06-20,June,Tuesday,Weekday
1956,TXN_7051359,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,Unknown,2023-10-30,October,Monday,Weekday
1957,TXN_2490185,Salad,Food,4,5,20.00,High,"Credit Card",Electronic,In-store,2023-12-18,December,Monday,Weekday
1958,TXN_2202863,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-07-28,July,Friday,Weekday
1959,TXN_6295420,Juice,Drink,1,3,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-09-27,September,Wednesday,Weekday
1960,TXN_7145672,Sandwich,Food,1,4,4.00,Low,"Credit Card",Electronic,Unknown,2023-10-11,October,Wednesday,Weekday
1961,TXN_1542042,Cake,Dessert,4,3,12.00,Medium,"Credit Card",Electronic,Takeaway,2023-07-26,July,Wednesday,Weekday
1962,TXN_5974123,Sandwich,Food,2,4,8.00,Medium,"Digital Wallet",Electronic,Unknown,2023-06-25,June,Sunday,Weekend
1963,TXN_7716125,Cookie,Dessert,2,1,2.00,Low,"Digital Wallet",Electronic,Unknown,2023-05-17,May,Wednesday,Weekday
1964,TXN_9833245,Cookie,Dessert,1,1,1.00,Low,"Digital Wallet",Electronic,Takeaway,2023-04-30,April,Sunday,Weekend
1965,TXN_6579109,Juice,Drink,1,3,3.00,Low,"Credit Card",Electronic,Takeaway,2023-02-22,February,Wednesday,Weekday
1966,TXN_1515059,Unknown,Unknown,4,3,12.00,Medium,Unknown,Unknown,In-store,2023-10-25,October,Wednesday,Weekday
1967,TXN_5577030,Cookie,Dessert,4,1,4.00,Low,"Digital Wallet",Electronic,Takeaway,2023-02-15,February,Wednesday,Weekday
1968,TXN_6337312,Salad,Food,1,5,5.00,Medium,Unknown,Unknown,In-store,2023-01-11,January,Wednesday,Weekday
1969,TXN_3910230,Sandwich,Food,5,4,20.00,High,Cash,Cash,Takeaway,2023-01-05,January,Thursday,Weekday
1970,TXN_5239202,Cake,Dessert,1,3,3.00,Low,Unknown,Unknown,Unknown,2023-09-14,September,Thursday,Weekday
1971,TXN_8031804,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,Unknown,2023-07-01,July,Saturday,Weekend
1972,TXN_1512184,Coffee,Drink,3,2,6.00,Medium,Unknown,Unknown,Takeaway,2023-01-28,January,Saturday,Weekend
1973,TXN_6928775,Unknown,Unknown,2,1,2.00,Low,Cash,Cash,In-store,2023-03-25,March,Saturday,Weekend
1975,TXN_6755107,Smoothie,Drink,2,4,8.00,Medium,"Digital Wallet",Electronic,Unknown,2023-11-14,November,Tuesday,Weekday
1976,TXN_6811368,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,Takeaway,2023-02-18,February,Saturday,Weekend
1977,TXN_5153899,Tea,Drink,3,1.5,4.50,Low,Unknown,Unknown,Takeaway,2023-03-01,March,Wednesday,Weekday
1978,TXN_3873656,Coffee,Drink,3,2,6.00,Medium,Unknown,Unknown,Takeaway,2023-09-30,September,Saturday,Weekend
1979,TXN_5632156,Sandwich,Food,4,4,16.00,High,"Digital Wallet",Electronic,Unknown,2023-08-02,August,Wednesday,Weekday
1980,TXN_8792638,Tea,Drink,3,1.5,4.50,Low,"Credit Card",Electronic,Takeaway,2023-07-02,July,Sunday,Weekend
1981,TXN_9861782,Sandwich,Food,4,4,16.00,High,"Credit Card",Electronic,In-store,2023-07-15,July,Saturday,Weekend
1982,TXN_3493951,Smoothie,Drink,5,4,20.00,High,Cash,Cash,Takeaway,2023-08-20,August,Sunday,Weekend
1983,TXN_8861275,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,In-store,2023-10-31,October,Tuesday,Weekday
1985,TXN_8961155,Cake,Dessert,5,3,15.00,High,Cash,Cash,Takeaway,2023-09-06,September,Wednesday,Weekday
1986,TXN_1510315,Unknown,Unknown,3,2,6.00,Medium,Cash,Cash,Unknown,2023-02-28,February,Tuesday,Weekday
1987,TXN_6112765,Coffee,Drink,2,2,4.00,Low,"Credit Card",Electronic,Takeaway,2023-07-21,July,Friday,Weekday
1988,TXN_7090563,Smoothie,Drink,3,4,12.00,Medium,Unknown,Unknown,In-store,2023-08-17,August,Thursday,Weekday
1989,TXN_9737090,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,In-store,2023-06-01,June,Thursday,Weekday
1990,TXN_2847831,Coffee,Drink,1,2,2.00,Low,Cash,Cash,In-store,2023-02-19,February,Sunday,Weekend
1991,TXN_3385167,Tea,Drink,3,1.5,4.50,Low,Cash,Cash,In-store,2023-04-26,April,Wednesday,Weekday
1992,TXN_7763592,Smoothie,Drink,1,4,4.00,Low,Unknown,Unknown,In-store,2023-02-17,February,Friday,Weekday
1993,TXN_1938071,Sandwich,Food,4,4,16.00,High,"Credit Card",Electronic,In-store,2023-12-25,December,Monday,Weekday
1994,TXN_1860406,Coffee,Drink,2,2,4.00,Low,Unknown,Unknown,Takeaway,2023-06-17,June,Saturday,Weekend
1995,TXN_8774692,Tea,Drink,5,1.5,7.50,Medium,"Digital Wallet",Electronic,Unknown,2023-07-12,July,Wednesday,Weekday
1996,TXN_1663257,Juice,Drink,3,3,9.00,Medium,"Credit Card",Electronic,Unknown,2023-04-23,April,Sunday,Weekend
1997,TXN_4887268,Salad,Food,1,5,5.00,Medium,"Credit Card",Electronic,In-store,2023-10-16,October,Monday,Weekday
1998,TXN_2743696,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,Unknown,2023-04-28,April,Friday,Weekday
1999,TXN_9506372,Cake,Dessert,4,3,12.00,Medium,Unknown,Unknown,Unknown,2023-11-06,November,Monday,Weekday
2000,TXN_7640700,Juice,Drink,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-01-15,January,Sunday,Weekend
2001,TXN_6651961,Salad,Food,4,5,20.00,High,"Credit Card",Electronic,In-store,2023-02-08,February,Wednesday,Weekday
2002,TXN_3227186,Salad,Food,2,5,10.00,Medium,"Digital Wallet",Electronic,Unknown,2023-05-05,May,Friday,Weekday
2003,TXN_2537138,Cake,Dessert,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-10-24,October,Tuesday,Weekday
2004,TXN_7917193,Cookie,Dessert,3,1,3.00,Low,Cash,Cash,Unknown,2023-05-18,May,Thursday,Weekday
2005,TXN_2015313,Salad,Food,5,5,25.00,High,Cash,Cash,Unknown,2023-10-18,October,Wednesday,Weekday
2006,TXN_2490435,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,Unknown,2023-03-13,March,Monday,Weekday
2007,TXN_5604797,Coffee,Drink,1,2,2.00,Low,Cash,Cash,In-store,2023-10-13,October,Friday,Weekday
2008,TXN_4698656,Smoothie,Drink,4,4,16.00,High,Unknown,Unknown,Unknown,2023-12-07,December,Thursday,Weekday
2009,TXN_6303383,Cake,Dessert,4,3,12.00,Medium,"Digital Wallet",Electronic,In-store,2023-09-22,September,Friday,Weekday
2011,TXN_5403707,Smoothie,Drink,3,4,12.00,Medium,Cash,Cash,In-store,2023-03-20,March,Monday,Weekday
2012,TXN_4084052,Juice,Drink,2,3,6.00,Medium,"Digital Wallet",Electronic,In-store,2023-06-30,June,Friday,Weekday
2013,TXN_3507334,Juice,Drink,4,3,12.00,Medium,Unknown,Unknown,Unknown,2023-05-05,May,Friday,Weekday
2014,TXN_3843541,Unknown,Unknown,3,5,15.00,High,"Credit Card",Electronic,In-store,2023-03-06,March,Monday,Weekday
2015,TXN_5255023,Unknown,Unknown,2,4,8.00,Medium,"Credit Card",Electronic,In-store,2023-11-15,November,Wednesday,Weekday
2016,TXN_7113656,Juice,Drink,2,3,6.00,Medium,"Credit Card",Electronic,Takeaway,2023-01-22,January,Sunday,Weekend
2017,TXN_8669012,Unknown,Unknown,3,1.5,4.50,Low,"Digital Wallet",Electronic,Unknown,2023-07-26,July,Wednesday,Weekday
2018,TXN_6039235,Juice,Drink,2,3,6.00,Medium,"Digital Wallet",Electronic,Unknown,2023-06-25,June,Sunday,Weekend
2019,TXN_1299959,Smoothie,Drink,5,4,20.00,High,Cash,Cash,Unknown,2023-06-23,June,Friday,Weekday
2020,TXN_6621756,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,Unknown,2023-11-14,November,Tuesday,Weekday
2021,TXN_3680047,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-07-16,July,Sunday,Weekend
2022,TXN_3923847,Cake,Dessert,2,3,6.00,Medium,"Credit Card",Electronic,Unknown,2023-09-12,September,Tuesday,Weekday
2023,TXN_4801832,Salad,Food,2,5,10.00,Medium,Unknown,Unknown,Takeaway,2023-08-05,August,Saturday,Weekend
2024,TXN_3226989,Salad,Food,1,5,5.00,Medium,"Credit Card",Electronic,Takeaway,2023-04-17,April,Monday,Weekday
2025,TXN_3425783,Juice,Drink,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-06-15,June,Thursday,Weekday
2026,TXN_4099487,Unknown,Unknown,5,4,20.00,High,"Digital Wallet",Electronic,Unknown,2023-01-25,January,Wednesday,Weekday
2027,TXN_8878830,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,Takeaway,2023-10-11,October,Wednesday,Weekday
2028,TXN_8295101,Tea,Drink,4,1.5,6.00,Medium,Unknown,Unknown,Unknown,2023-10-23,October,Monday,Weekday
2029,TXN_3303114,Salad,Food,4,5,20.00,High,"Credit Card",Electronic,In-store,2023-06-18,June,Sunday,Weekend
2030,TXN_2106437,Tea,Drink,1,1.5,1.50,Low,Cash,Cash,Takeaway,2023-08-01,August,Tuesday,Weekday
2031,TXN_1523567,Salad,Food,3,5,15.00,High,"Digital Wallet",Electronic,Takeaway,2023-11-22,November,Wednesday,Weekday
2032,TXN_2291713,Salad,Food,4,5,20.00,High,Cash,Cash,In-store,2023-08-06,August,Sunday,Weekend
2033,TXN_8751289,Tea,Drink,2,1.5,3.00,Low,Cash,Cash,In-store,2023-09-10,September,Sunday,Weekend
2034,TXN_9996195,Juice,Drink,5,3,15.00,High,"Digital Wallet",Electronic,In-store,2023-03-16,March,Thursday,Weekday
2035,TXN_2151688,Cake,Dessert,5,3,15.00,High,Unknown,Unknown,Unknown,2023-09-29,September,Friday,Weekday
2036,TXN_4243591,Cake,Dessert,4,3,12.00,Medium,"Credit Card",Electronic,In-store,2023-10-11,October,Wednesday,Weekday
2037,TXN_4138399,Cookie,Dessert,5,1,5.00,Medium,"Credit Card",Electronic,Takeaway,2023-07-03,July,Monday,Weekday
2038,TXN_1724233,Cookie,Dessert,5,1,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-02-01,February,Wednesday,Weekday
2039,TXN_1564506,Smoothie,Drink,5,4,20.00,High,"Digital Wallet",Electronic,In-store,2023-02-01,February,Wednesday,Weekday
2040,TXN_3520982,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-10-26,October,Thursday,Weekday
2042,TXN_7335526,Sandwich,Food,4,4,16.00,High,Cash,Cash,In-store,2023-06-03,June,Saturday,Weekend
2043,TXN_8936591,Cookie,Dessert,5,1,5.00,Medium,Unknown,Unknown,In-store,2023-03-22,March,Wednesday,Weekday
2044,TXN_5989987,Smoothie,Drink,4,4,16.00,High,Cash,Cash,Unknown,2023-08-02,August,Wednesday,Weekday
2045,TXN_7622389,Tea,Drink,4,1.5,6.00,Medium,"Digital Wallet",Electronic,In-store,2023-02-26,February,Sunday,Weekend
2046,TXN_8132632,Tea,Drink,3,1.5,4.50,Low,Unknown,Unknown,Unknown,2023-07-26,July,Wednesday,Weekday
2047,TXN_2204457,Coffee,Drink,4,2,8.00,Medium,Cash,Cash,Takeaway,2023-01-06,January,Friday,Weekday
2048,TXN_2408294,Sandwich,Food,4,4,16.00,High,"Digital Wallet",Electronic,In-store,2023-12-26,December,Tuesday,Weekday
2049,TXN_1319834,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,Unknown,2023-03-31,March,Friday,Weekday
2050,TXN_7380756,Salad,Food,1,5,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-10-16,October,Monday,Weekday
2052,TXN_1145888,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,Unknown,2023-01-26,January,Thursday,Weekday
2053,TXN_7503593,Cookie,Dessert,5,1,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-04-19,April,Wednesday,Weekday
2054,TXN_3845754,Tea,Drink,4,1.5,6.00,Medium,Unknown,Unknown,Takeaway,2023-11-25,November,Saturday,Weekend
2055,TXN_4076463,Cookie,Dessert,3,1,3.00,Low,"Digital Wallet",Electronic,Unknown,2023-06-25,June,Sunday,Weekend
2056,TXN_1315214,Tea,Drink,2,1.5,3.00,Low,"Digital Wallet",Electronic,In-store,2023-11-03,November,Friday,Weekday
2057,TXN_1901704,Salad,Food,5,5,25.00,High,Cash,Cash,Unknown,2023-11-17,November,Friday,Weekday
2058,TXN_7602467,Cookie,Dessert,1,1,1.00,Low,"Credit Card",Electronic,Takeaway,2023-10-17,October,Tuesday,Weekday
